date,state,district,block_id,block_name,panchayat_id,panchayat_name,rainfall_mm,n_cells,mapping_method,fallback_distance_m
2022-07-10,ANDHRA PRADESH,Anantapur,4703,GOOTY,196040,RAJAPURAM,2.551423805073017,4,area_weighted,
2022-07-10,ANDHRA PRADESH,Anantapur,4703,GOOTY,196041,T.KOTHAPALLI,2.765214612342178,5,area_weighted,
2022-07-10,ANDHRA PRADESH,Anantapur,4703,GOOTY,196043,TURAKAPALLI,2.020746498546273,2,area_weighted,
2022-07-10,ANDHRA PRADESH,Anantapur,4703,GOOTY,196044,UBICHERLA,3.6955251414933024,4,area_weighted,
2022-07-10,ANDHRA PRADESH,Anantapur,4703,GOOTY,196045,UTAKALLU,4.0980835374097335,4,area_weighted,
2022-07-10,ANDHRA PRADESH,Anantapur,4706,GUMMAGATTA,196076,75.VEERAPURAM,0.4578119218349457,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4706,GUMMAGATTA,196077,BELODU,0.30902745030828715,4,area_weighted,
2022-07-10,ANDHRA PRADESH,Anantapur,4706,GUMMAGATTA,196078,BHUPASAMUDRAM,0.1952243768397599,2,area_weighted,
2022-07-10,ANDHRA PRADESH,Anantapur,4706,GUMMAGATTA,196079,GALAGALA,0.6672708083947194,4,area_weighted,
2022-07-10,ANDHRA PRADESH,Anantapur,4706,GUMMAGATTA,196080,GOLLAPALLI,0.5685989260673523,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4706,GUMMAGATTA,196081,GONABHAVI,0.5814759848442032,4,area_weighted,
2022-07-10,ANDHRA PRADESH,Anantapur,4706,GUMMAGATTA,196084,KALUGODU,0.4018373191356659,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4706,GUMMAGATTA,196085,MAREM PALLI,0.20755457878112793,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4706,GUMMAGATTA,196087,PULAKUNTA,0.5384543636418256,3,area_weighted,
2022-07-10,ANDHRA PRADESH,Anantapur,4706,GUMMAGATTA,196088,RANGASAMUDRAM,0.7110743522644043,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4706,GUMMAGATTA,196090,TALLAKERA,0.7030257980028788,3,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4707,GUNTAKAL,196092,CHINTALAMPALLI,1.3015793561935425,2,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4707,GUNTAKAL,196093,DANCHERLA,1.9114505185734045,4,area_weighted,
2022-07-10,ANDHRA PRADESH,Anantapur,4707,GUNTAKAL,196094,DONIMUKKALA,2.5602742155547196,3,area_weighted,
2022-07-10,ANDHRA PRADESH,Anantapur,4707,GUNTAKAL,196095,DOSALUDIKI,3.5691447257995605,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4707,GUNTAKAL,196097,GUNDALA,3.232724870203939,2,area_weighted,
2022-07-10,ANDHRA PRADESH,Anantapur,4707,GUNTAKAL,196098,GUNDALA THANDA,2.4901326190616357,4,area_weighted,
2022-07-10,ANDHRA PRADESH,Anantapur,4707,GUNTAKAL,196102,KASAPURAM,4.096755504608154,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4707,GUNTAKAL,196103,KONGANAPALLI,2.6343889236450195,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4707,GUNTAKAL,196104,MOLAKALPENTA,3.3933534622192383,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4707,GUNTAKAL,196105,N.TIMMAPURAM,2.633049249649048,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4707,GUNTAKAL,196108,NAKKANADODDI,2.656183518835621,4,area_weighted,
2022-07-10,ANDHRA PRADESH,Anantapur,4707,GUNTAKAL,196109,NALLADASARAPALLI,2.02181077003479,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4707,GUNTAKAL,196111,OBULAPURAM,3.1887178873857325,4,area_weighted,
2022-07-10,ANDHRA PRADESH,Anantapur,4707,GUNTAKAL,196112,PATHAKOTHA CHERUVU,1.9871469736099243,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4707,GUNTAKAL,196114,Y.T.CHERUVU,2.5398976802825928,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4710,KALYANDRUG,196141,BHATTUVANIPALLI,0.006484582713928544,4,area_weighted,
2022-07-10,ANDHRA PRADESH,Anantapur,4710,KALYANDRUG,196142,BORAMPALLI,0.015240201726555824,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4710,KALYANDRUG,196143,BYADRAHALLI,0.41599833965301514,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4710,KALYANDRUG,196144,CHAPIRI,0.02557646855711937,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4710,KALYANDRUG,196145,DURADAKUNTA,0.19077570360361337,2,area_weighted,
2022-07-10,ANDHRA PRADESH,Anantapur,4710,KALYANDRUG,196146,EAST KODIPALLI,0.007488002302125096,2,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4710,KALYANDRUG,196147,GARUDAPURAM,0.15463181980885565,2,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4710,KALYANDRUG,196148,GOLLA,0.010072068544104695,2,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4710,KALYANDRUG,196149,HULIKAL,0.035912737250328064,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4710,KALYANDRUG,196150,KONDAPURAM,0.004903935361653566,2,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4710,KALYANDRUG,196153,MUDDINAYANAPALLI,0.004903935361653566,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4710,KALYANDRUG,196154,NARAYANAPURAM,0.004903935361653566,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4710,KALYANDRUG,196156,THIMMASAMUDRAM,0.004903935361653566,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4711,KAMBADUR,196157,CHENNAMPALLI,0.652202308177948,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4711,KAMBADUR,196158,GOLLAPALLI,0.5510941445827484,2,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4711,KAMBADUR,196159,KAMBADUR,0.8899487555027008,2,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4711,KAMBADUR,196160,KARTHANAPARTHI,0.483133465051651,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4711,KAMBADUR,196161,KURAKULAPALLI,0.5589645802974701,2,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4711,KAMBADUR,196162,MARRIMAKULA PALLI,0.7455024719238281,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4711,KAMBADUR,196164,NUTHIMADUGU,0.004903935361653566,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4711,KAMBADUR,196166,RALLA ANANTAPURAM,0.6439311504364014,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4711,KAMBADUR,196167,RAMAPURAM,0.004903935361653566,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4711,KAMBADUR,196168,TIMMAPURAM,0.7875255048274994,2,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4713,KANEKAL,196187,BIDURUKUNTHAM,0.7707073092460632,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4713,KANEKAL,196188,BRAHMASAMUDRAM,0.8681895251025048,4,area_weighted,
2022-07-10,ANDHRA PRADESH,Anantapur,4713,KANEKAL,196189,GANIGERA,1.0390266180038452,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4713,KANEKAL,196190,GARUDACHEDU,0.7957884073257446,1,direct_grid,
